title,authors,language_code
The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),Fuyumi Ono/小野 不由美/Akihiro Yamada/山田 章博/Elye J. Alexander/Alexander O. Smith,en-US
Twelve Fair Kingdoms,Suzette Haden Elgin,eng
Crest of the Stars 2: A Modest War  (Seikai no Monshou  #2),Hiroyuki Morioka,eng
Crest of the Stars 3: Return to a Strange World  (Seikai no Monshou  #3),Hiroyuki Morioka,eng
Julie and Julia: My Year of Cooking Dangerously,Julie Powell,en-US
Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,eng
The Master of Go,Yasunari Kawabata/Edward G. Seidensticker,eng
Conrad's Fate (Chrestomanci  #5),Diana Wynne Jones,eng
Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,Nancy Conrad/Howard A. Klausner/Buzz Aldrin,eng
Red River  Vol. 14 (Red River  #14),Chie Shinohara,eng
Red River  Vol. 15 (Red River  #15),Chie Shinohara,eng
Red River  Vol. 16 (Red River  #16),Chie Shinohara,eng
Red River  Vol. 17 (Red River  #17),Chie Shinohara,eng
Tramps Like Us  Volume 8,Yayoi Ogawa,en-US
Tramps Like Us  Volume 9,Yayoi Ogawa,en-GB
Tramps Like Us  Volume 11,Yayoi Ogawa,eng
Tramps Like Us  Volume 12,Yayoi Ogawa,en-US
きみはペット 11 [Kimi wa Petto 11],Yayoi Ogawa/小川 彌生,jpn
Suki's Kimono,Chieri Uegaki/Stéphane Jorisch,eng
The Interpreter,Suki Kim,eng
The Thousandfold Thought (The Prince of Nothing  #3),R. Scott Bakker,eng
Flight of the Nighthawks (The Darkwar Saga  #1),Raymond E. Feist,en-US
Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,eng
Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,eng
Manna from Heaven,Roger Zelazny/Scott Zrubeck/Steven Brust,en-US
Lord of Light,Roger Zelazny,eng
Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt/Roger Zelazny,eng
Terrier (Beka Cooper  #1),Tamora Pierce,eng
Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,eng
Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,eng
Emperor Mage (Immortals  #3),Tamora Pierce,eng
The Realms of the Gods (Immortals  #4),Tamora Pierce,eng
In the Hand of the Goddess (Song of the Lioness  #2),Tamora Pierce,eng
Wild Magic (Immortals  #1),Tamora Pierce,eng
Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,en-US
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,eng
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan/Scott Brick,eng
More Milly Molly Mandy,Joyce Lankester Brisley,eng
Essence and Alchemy: A Natural History of Perfume,Mandy Aftel,eng
The Lion  the Witch and the Wardrobe,C.S. Lewis/Pauline Baynes,en-US
Promise of the Witch King (Forgotten Realms: The Sellswords  #2),R.A. Salvatore,eng
Witches Abroad (Discworld  #12),Terry Pratchett,en-GB
The Wizard's Apprentice (The Keepers  #2),Jackie French Koller/Rebecca Guay,eng
Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,eng
Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist/Brett Booth,eng
Geek Love,Katherine Dunn,eng
Dear God  Help!!! Love  Earl,Barbara Park/Kenneth Lafreniere,eng
Prince of the Blood (Krondor's Sons  #1),Raymond E. Feist,eng
Shards of a Broken Crown (The Serpentwar Saga  #4),Raymond E. Feist,en-US
Rage of a Demon King (The Serpentwar Saga  #3),Raymond E. Feist,en-US
A Crown of Swords (The Wheel of Time  #7),Robert Jordan,eng
Winter's Heart (The Wheel of Time  #9),Robert Jordan,eng
The Fires of Heaven (The Wheel of Time  #5),Robert Jordan,eng
A Beautiful Mind,Sylvia Nasar,eng
How To Have A Beautiful Mind,Edward de Bono,en-US
The State of Mind Called Beautiful,Sayadaw U. Pandita/Kate Wheeler/Swami Vivekananda,eng
Il genio dei numeri,Sylvia Nasar/Carlo Capararo/Sergio Mancini/Roberta Zuppet,ita
Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,eng
Blade of Fortriu (The Bridei Chronicles  #2),Juliet Marillier,eng
The Dark Mirror (The Bridei Chronicles  #1),Juliet Marillier,en-US
Child of the Prophecy (Sevenwaters  #3),Juliet Marillier,eng
Son of the Shadows (Sevenwaters  #2),Juliet Marillier,eng
Wildwood Dancing (Wildwood  #1),Juliet Marillier,eng
Foxmask (Saga of the Light Isles  #2),Juliet Marillier,eng
Foxmask (Saga of the Light Isles  #2),Juliet Marillier,eng
The Noonday Demon: An Atlas of Depression,Andrew Solomon,eng
The Noonday Demon: An Anatomy of Depression,Andrew Solomon,en-GB
My Secret: A PostSecret Book,Frank Warren,en-GB
The Secret Lives of Men and Women: A PostSecret Book,Frank Warren,en-GB
The Secret Life of Houdini: The Making of America's First Superhero,William Kalush/Larry Sloman,en-US
The Golden Key,Melanie Rawn/Kate Elliott/Jennifer Roberson,eng
The Case Of The Golden Key (Jigsaw Jones Mystery #19),James Preller/Jamie  Smith,eng
Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,eng
Wise Child,Monica Furlong,eng
The Boys of the Archangel Raphael: A Youth Confraternity in Florence  1411-1785,Konrad Eisenbichler,eng
King Solomon's Ring,Konrad Lorenz/Marjorie Kerr Wilson,eng
The Konrad Saga (Konrad  #1-3),David S. Garnett/David Ferring,eng
Aerie (Dragon Jousters  #4),Mercedes Lackey,en-US
Sanctuary (Dragon Jousters  #3),Mercedes Lackey,eng
Fortune's Fool (Five Hundred Kingdoms  #3),Mercedes Lackey,en-US
The Fairy Godmother (Five Hundred Kingdoms  #1),Mercedes Lackey,eng
The Wizard of London (Elemental Masters  #4),Mercedes Lackey,en-US
By Slanderous Tongues (Doubled Edge  #3),Mercedes Lackey/Roberta Gellis,eng
Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,eng
Phoenix and Ashes (Elemental Masters  #3),Mercedes Lackey,eng
Crossroads and Other Tales of Valdemar (Tales of Valdemar #3),Mercedes Lackey/Rosemary Edghill/Sarah A. Hoyt/Tanya Huff/Fiona Patton/Janni Lee Simner/Mickey Zucker Reichert/Judith Tarr/Larry Dixon/Michael Z. Williamson/Nancy Asire/Richard Lee Byers/Brenda Cooper/Stephanie D. Shaver/Kate Paulk/Michael Longcor/Ben Ohlander,eng
Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,eng
This Rough Magic (Heirs of Alexandria  #2),Mercedes Lackey/Eric Flint/Dave Freer,eng
Joust (Dragon Jousters  #1),Mercedes Lackey,eng
Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,eng
Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,eng
Alta (Dragon Jousters  #2),Mercedes Lackey,en-US
The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,en-US
Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,en-US
Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,en-GB
Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),Mercedes Lackey/Tanya Huff/Mickey Zucker Reichert/Michelle Sagara West/Gary A. Braunbeck/John Helfers/Elisabeth Waters/Lawrence Schimel/Mark Shepherd/Janni Lee Simner/Richard Lee Byers/Josepha Sherman/Larry Dixon/John Yezeguielian/Mel White/Stephanie D. Shaver/Kristin Schwengel/Ben Ohlander/Philip M. Austin,eng
The River's Gift,Mercedes Lackey,eng
Jinx High (Diana Tregarde  #3),Mercedes Lackey,en-US
Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey/Larry Dixon,eng
Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,en-US
Owlflight (Owl Mage Trilogy  #1),Mercedes Lackey/Larry Dixon,eng
Children of the Night (Diana Tregarde  #2),Mercedes Lackey,en-US
Winter Moon (Walker Papers  #1.5),Mercedes Lackey/Tanith Lee/C.E. Murphy,eng
Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,eng
Difficult Conversations: How to Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,en-US
The Scarlet Gang of Asakusa,Yasunari Kawabata/Alisa Freedman,eng
Beauty and Sadness,Yasunari Kawabata/Howard Hibbett,eng
The Dancing Girl of Izu and Other Stories,Yasunari Kawabata/J. Martin Holman,eng
Palm-of-the-Hand Stories,Yasunari Kawabata/Lane Dunlop/J. Martin Holman,eng
House of the Sleeping Beauties and Other Stories,Yasunari Kawabata/Edward G. Seidensticker/Yukio Mishima,eng
First Snow on Fuji,Yasunari Kawabata/Michael Emmerich,eng
Romanee Conti: The World's Most Fabled Wine,Richard Olney,eng
As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,Lady Sarashina/Ivan Morris,eng
The Time Traveler's Wife,Audrey Niffenegger,eng
The Part-Time Wife (The Secret Lives of Society Wives  #6),Maureen Child,eng
Part-Time Wife (Hometown Heartbreakers  #4),Susan   Mallery,eng
The Little Friend,Donna Tartt,eng
The Little Friend,Donna Tartt,eng
The Littles and Their Amazing New Friend,John Lawrence Peterson,eng
Little House Friends (Little House Chapter Books: Laura  #9),Laura Ingalls Wilder/Renée Graef,eng
The Legend of the Poinsettia,Tomie dePaola,eng
I Am Legend,Richard Matheson,eng
Throne of Jade (Temeraire  #2),Naomi Novik,eng
Thrones  Dominations,Dorothy L. Sayers/Jill Paton Walsh,en-US
A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,Paul Belien,eng
Utena: Revolutionary Girl 01,Chiho Saito,ger
Malgudi Days,R.K. Narayan/Jhumpa Lahiri,eng
The Magic Barrel,Bernard Malamud/Jhumpa Lahiri,en-US
O Xará,Jhumpa Lahiri,por
Prétear  Vol. 4 (Prétear  #4),Junichi Satō/Kaori Naruse,eng
Prétear  Vol. 3 (Prétear  #3),Junichi Satō/Kaori Naruse,eng
Prétear  Vol. 2 (Prétear  #2),Junichi Satō/Kaori Naruse,eng
Zinn & the Art of Road Bike Maintenance,Lennard Zinn/Todd Telander,eng
A Power Governments Cannot Suppress,Howard Zinn,eng
Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,eng
Mindfulness for Beginners,Jon Kabat-Zinn,eng
Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,eng
Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,eng
Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,eng
Beauty and the Beast,Max Eilenberg/Angela Barrett,eng
Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric González,eng
Mao II,Don DeLillo/Marianne Véron,fre
White Noise: Text and Criticism,Don DeLillo/Mark Osteen,eng
The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,eng
The Art of Loving,Eiki Eiki/Sashiko Sato/Bambi Eloriaga,en-US
Inattentional Blindness,Arien Mack/Irvin Rock,en-US
Touching the Rock: An Experience of Blindness,John M. Hull/Oliver Sacks,eng
Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,Paul De Man/Wlad Godzich,eng
Yiddish with Dick and Jane,Ellis Weiner/Barbara Davilman/Gabi Payn,en-US
A Treasury of Dick and Jane and Friends (Dick and Jane),Pearson Scott Foresman/William S. Gray,en-US
The Complete Dick Tracy Volume 1: 1931-1933,Chester Gould/Ashley Wood/Max Allan Collins,eng
Do Androids Dream Of Electric Sheep?,Philip K. Dick,en-US
Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,Philip K. Dick/Jonathan Lethem,eng
The Philip K. Dick Reader,Philip K. Dick,eng
The Shifting Realities of Philip K. Dick,Philip K. Dick/Lawrence Sutin,en-US
The Collected Stories of Philip K. Dick 3: Second Variety,Philip K. Dick/John Brunner,eng
The Minority Report (Collected Stories of Philip K. Dick),Philip K. Dick,eng
A Man's Protection,Jayne Castle/Jayne Ann Krentz,eng
Jonathan Strange y el señor Norrell,Susanna Clarke/Ana María de la Fuente,spa
Hunger,Lan Samantha Chang,eng
The Diezmo,Rick Bass,eng
Colter: The True Story of the Best Dog I Ever Had,Rick Bass,eng
The Hermit's Story,Rick Bass,eng
The Great Gatsby,F. Scott Fitzgerald,eng
Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,eng
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,eng
The Liars' Club,Mary Karr,eng
The Pretender (Liar's Club  #1),Celeste Bradley,en-GB
The Impostor (Liar's Club  #2),Celeste Bradley,eng
Small Wonder,Barbara Kingsolver,eng
Prodigal Summer,Barbara Kingsolver,eng
English Passengers,Matthew Kneale,eng
English Passengers,Matthew Kneale,en-GB
Independent People,Halldór Laxness/James Anderson Thompson,en-GB
World Light,Halldór Laxness/Magnus Magnusson,eng
Under the Glacier,Halldór Laxness/Magnus Magnusson,eng
Paradise Reclaimed,Halldór Laxness/Magnus Magnusson/Jane Smiley,eng
Iceland's Bell,Halldór Laxness/Philip Roughton/Adam Haslett,eng
The Atom Station,Halldór Laxness/Magnus Magnusson,en-GB
Island: Collected Stories,Alistair MacLeod,eng
Carried Away: A Personal Selection of Stories,Alice Munro/Margaret Atwood,eng
Selected Stories,Alice Munro,eng
Runaway,Alice Munro,eng
Something I've Been Meaning to Tell You: 13 Stories,Alice Munro,eng
The Beggar Maid: Stories of Flo and Rose,Alice Munro/Susanna Basso,eng
Lives of Girls and Women,Alice Munro,eng
Open Secrets,Alice Munro,eng
Coin Locker Babies,Ryū Murakami/Stephen Snyder,eng
Pastoralia,George Saunders,eng
Good Faith,Jane Smiley,eng
The Greenlanders,Jane Smiley,eng
The Autograph Man,Zadie Smith,eng
El cazador de autógrafos,Zadie Smith,spa
Anna Karenina,Leo Tolstoy/Constance Garnett,eng
Chronicles: Volume One,Bob Dylan,eng
The Essential Interviews,Bob Dylan/Jonathan Cott,eng
The Bob Dylan Encyclopedia,Michael Gray,eng
Going Native,Stephen Wright,eng
Stranger In A Strange Land,Robert A. Heinlein,eng
Rain of Gold,Victor Villaseñor,eng
The Pearl/The Red Pony,John Steinbeck,eng
A Midsummer Night's Dream,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald,eng
A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,eng
Bless Me  Ultima,Rudolfo Anaya,en-US
Island of the Blue Dolphins,Scott O'Dell/Tantoo Cardinal,en-US
A Reading Guide to Island of the Blue Dolphins,Patricia McHugh,eng
Einstein's Dreams,Alan Lightman,eng
Sweet Dreams  Mimi (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,eng
A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole,eng
The Price of Pleasure (Sutherland Brothers  #2),Kresley Cole,en-US
If You Dare (MacCarrick Brothers  #1),Kresley Cole,eng
Organic Church: Growing Faith Where Life Happens,Neil Cole/Leonard Sweet,en-US
Chekhov's Doctors: A Collection of Chekhov's Medical Tales (Literature & Medicine 5),Anton Chekhov/Jack Coulehan/Robert Coles,en-GB
The Story of Ruby Bridges,Robert Coles/George Ford,eng
The Complete Lyrics of Cole Porter,Cole Porter/Robert Kimball/John Updike,en-US
Barron's Book Notes: Lord of the Flies,Michael Spring/William Golding,eng
The spire  William Golding : notes,Steve Eddy,eng
The Inheritors,William Golding,en-US
The Pyramid,William Golding,eng
President Nixon: Alone in the White House,Richard Reeves,en-US
Awakenings,Oliver Sacks,eng
Kitty Goes to Washington (Kitty Norville  #2),Carrie Vaughn,eng
Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,eng
Not Since Carrie: Forty Years of Broadway Musical Flops,Ken Mandelbaum,eng
Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,eng
The Best Short Stories of O. Henry,O. Henry/Bennett Cerf/Van H. Cartmell,eng
Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,eng
Merry Christmas  Amelia Bedelia,Peggy Parish/Lynn Sweat,eng
Amelia Bedelia Goes Camping,Peggy Parish/Lynn Sweat,eng
Amelia Bedelia and the Baby (Amelia Bedelia),Peggy Parish/Lynn Sweat,eng
Teach Us  Amelia Bedelia,Peggy Parish/Lynn Sweat,eng
Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,eng
Directing the Documentary,Michael Rabiger,en-US
Introduction to Documentary,Bill Nichols,en-US
$30 Film School: How to Write  Direct  Produce  Shoot  Edit  Distribute  Tour With  and Sell Your Own No-Budget Digital Movie,Michael W. Dean,eng
Salonica  City of Ghosts: Christians  Muslims and Jews  1430-1950,Mark Mazower,eng
Farewell to Salonica: City at the Crossroads,Leon Sciaky/Peter Sciaky,eng
The Mind Parasites,Colin Wilson,en-GB
Neverwhere (London Below  #1),Neil Gaiman,eng
Neil Gaiman's Neverwhere,Mike Carey/Glenn Fabry/Neil Gaiman,eng
Neverwhere,Neil Gaiman,fre
Marjorie Morningstar,Herman Wouk,eng
El Perfume: Historia De Un Asesino,Patrick Süskind,spa
The Perfume of the Lady in Black,Gaston Leroux/Margaret Jull Costa/Terry Hale,eng
The Perfume Factory,Alex Austin,eng
Psyche in a Dress,Francesca Lia Block,eng
Echo,Francesca Lia Block,eng
Ecstasia,Francesca Lia Block,eng
Eight Cousins (Eight Cousins  #1),Louisa May Alcott,eng
Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh/Arnold Kotler/Dalai Lama XIV,eng
Night Beat: A Shadow History of Rock & Roll,Mikal Gilmore,en-US
The History of Rock and Roll (World History),Adam Woog,eng
Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,eng
The Day the Country Died: A History of Anarcho-Punk  1980-1984,Ian Glasper,eng
Edie: Girl on Fire,David Weisman/Melissa Painter,eng
Edie,Jean Stein/George Plimpton,eng
The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,James Fenimore Cooper/Blake Nevius,eng
The Catcher in the Rye: Annotations and Study Aids,J.D. Salinger/Rudolph F. Rau,eng
Der Fänger im Roggen,J.D. Salinger/Eike Schönfeld,ger
A House Divided (House of Earth  #3),Pearl S. Buck,eng
Sons (House of Earth  #2),Pearl S. Buck,eng
East Wind: West Wind,Pearl S. Buck,eng
Encyclopedia Brown Solves Them All (Encyclopedia Brown  #5),Donald J. Sobol/Leonard W. Shortall,eng
Encyclopedia Brown and the Case of the Slippery Salamander (Encyclopedia Brown  #22),Donald J. Sobol/Warren Chang,en-US
Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),Donald J. Sobol/Gail Owens,eng
Encyclopedia Brown and the Case of the Sleeping Dog (Encyclopedia Brown  #21),Donald J. Sobol/Warren Chang,en-US
When Red Is Black (Inspector Chen Cao #3),Qiu Xiaolong,eng
The Red and the Black,Stendhal/Burton Raffel/Diane Johnson,eng
Red and Black,Stendhal/Robert M. Adams,eng
Black on Red: My 44 Years Inside the Soviet Union: An Autobiography,Robert Robinson/Jonathan Slevin,eng
Thinking Visually (Basics Illustration  #1),Mark Wigan,eng
Love,Stendhal/Gilbert Sale/Suzanne Sale/B.C.J.G. Knight/Jean Stewart,eng
The Charterhouse of Parma,Stendhal/Richard Howard/Robert Andrew Parker,eng
The Charterhouse of Parma,Stendhal/Roger Pearson/Margaret Mauldon,eng
The King of Elfland's Daughter,Lord Dunsany/Neil Gaiman,eng
In the Land of Time: And Other Fantasy Tales,Lord Dunsany/S.T. Joshi,eng
Fifty-One Tales,Lord Dunsany/John Gregory Betancourt/Lin Carter,eng
The Sword of Welleran and Other Stories,Lord Dunsany/Sidney H. Sime,eng
On the Lines of Morris' Romances: Two Books That Inspired J. R. R. Tolkien-The Wood Beyond the World and the Well at the World's End,William Morris/Michale W. Perry,eng
Faust  Part One,Johann Wolfgang von Goethe/David  Luke,en-US
Faust  First Part,Johann Wolfgang von Goethe/Peter Salm,eng
Faust  Part Two,Johann Wolfgang von Goethe/David  Luke,eng
Nathan the Wise  Minna von Barnhelm  and Other Plays and Writings,Gotthold Ephraim Lessing,eng
Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell/Rene Reid Yarnell/Richard  Poe,eng
The Wealth of Networks: How Social Production Transforms Markets and Freedom,Yochai Benkler,eng
War Trash,Ha Jin,eng
戰廢品,Ha Jin/季思聰,zho
Zone of the Enders: The 2nd Runner Official Strategy Guide,Tim Bogenn,eng
The God Delusion,Richard Dawkins,eng
Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,eng
The Guy Not Taken: Stories,Jennifer Weiner,en-US
Goodnight Nobody,Jennifer Weiner,en-US
Los diarios de Nanny,Emma McLaughlin/Nicola Kraus,spa
Davita's Harp,Chaim Potok,eng
Neuromancer,William Gibson,eng
Chosen By God: Know God's Perfect Plan for His Glory and His Children,R.C. Sproul,eng
The Chosen: The Hidden History of Admission and Exclusion at Harvard  Yale  and Princeton,Jerome Karabel,eng
Chosen Prey (Lucas Davenport  #12),John Sandford,en-US
Chosen But Free,Norman L. Geisler,en-US
The Lady Chosen (Bastion Club  #1),Stephanie Laurens,eng
Maya Cosmogenesis 2012: The True Meaning of the Maya Calendar End-Date,John Major Jenkins/Terence McKenna,en-US
Travels of Marco Polo,Marco Polo/Howard Mittelmark/Milton Rugoff,eng
The Sword of Angels (The Bronze Knight  #3),John Marco,en-US
A Scanner Darkly,Philip K. Dick,eng
Midnight's Children,Salman Rushdie,eng
Last Man Standing,David Baldacci,eng
Last Man Standing,David Baldacci,eng
Last Man Standing,David Baldacci,en-GB
Rape: A Love Story,Joyce Carol Oates,eng
Plain Truth,Jodi Picoult,eng
